timestamp,edge_id,vehicle_count,avg_speed_kmh,waiting_time_sec,congestion_level
2025-06-08 07:04:11,642940952,1,24.17837745814464,0.0,0
2025-06-08 07:04:11,642940954#0,1,38.36928877464832,0.0,0
2025-06-08 07:04:11,649201006#0,2,43.460015114352196,0.0,0
2025-06-08 07:04:11,649201007,1,46.0080241891694,0.0,0
2025-06-08 07:04:11,649374907#0,2,34.12339965683201,0.0,0
2025-06-08 07:04:11,649374910#10,1,85.6283554085772,0.0,0
2025-06-08 07:04:11,649374910#5,1,33.04476381239682,0.0,0
2025-06-08 07:04:11,649374910#9,2,42.354355518734735,0.0,0
2025-06-08 07:04:11,652238164#0,1,83.2045294592985,0.0,0
2025-06-08 07:04:11,666283340#4,1,78.55271089299025,0.0,0
2025-06-08 07:04:11,666283340#6,1,59.09845486795565,0.0,0
2025-06-08 07:04:11,666283340#8,2,54.831095055349664,0.0,0
2025-06-08 07:04:11,666283340#9,1,103.32349418464585,0.0,0
2025-06-08 07:04:11,680043236#1,1,46.277162269007306,0.0,0
2025-06-08 07:04:11,795186519#1,1,40.86127027141078,0.0,0
2025-06-08 07:04:11,803646987#2,1,53.69606299292937,0.0,0
2025-06-08 07:04:11,:1166336242_4,1,44.37968265862501,0.0,0
2025-06-08 07:04:11,:11960050074_2,1,13.975238995151594,0.0,0
2025-06-08 07:04:11,:11960050075_0,1,31.269094666072608,0.0,0
2025-06-08 07:04:11,:1549870600_5,1,24.75025660604872,0.0,0
2025-06-08 07:04:11,:1774430915_4,1,51.00080446451335,0.0,0
2025-06-08 07:04:11,:2006201555_4,1,74.43865224585936,0.0,0
2025-06-08 07:04:11,:2006383146_4,1,15.449674271539372,0.0,0
2025-06-08 07:04:11,:2006383164_1,1,48.36085395621998,0.0,0
2025-06-08 07:04:11,:2006383164_3,1,45.98135482642257,0.0,0
2025-06-08 07:04:11,:2006383173_0,1,18.5244849532945,0.0,0
2025-06-08 07:04:11,:2006383183_10,1,0.0,28.0,2
2025-06-08 07:04:11,:2006383193_3,1,0.0,101.0,5
2025-06-08 07:04:11,:2006383204_4,1,13.084544718016986,0.0,0
2025-06-08 07:04:11,:2006383256_9,1,11.224982125547648,0.0,0
2025-06-08 07:04:11,:2006383284_0,1,22.87804373605929,0.0,0
2025-06-08 07:04:11,:2006383303_6,1,34.72116996345843,0.0,0
2025-06-08 07:04:11,:2006383316_10,1,22.930838691662682,0.0,0
2025-06-08 07:04:11,:2006383348_6,2,0.0,70.0,5
2025-06-08 07:04:11,:2006383385_8,1,22.224440781585663,0.0,0
2025-06-08 07:04:11,:2006383396_14,1,30.385214411203673,0.0,0
2025-06-08 07:04:11,:2006383412_4,1,30.977543131083376,0.0,0
2025-06-08 07:04:11,:2006383451_2,1,33.30436316902291,0.0,0
2025-06-08 07:04:11,:2006383460_4,1,38.97693665869356,0.0,0
2025-06-08 07:04:11,:2006383521_3,1,61.25846695773551,0.0,0
2025-06-08 07:04:11,:2006383533_0,1,75.20642706155654,0.0,0
2025-06-08 07:04:11,:2006446821_0,1,23.9486759195329,0.0,0
2025-06-08 07:04:11,:2006446835_4,1,26.585468990807637,0.0,0
2025-06-08 07:04:11,:2006446888_7,1,41.3134665920438,0.0,0
2025-06-08 07:04:11,:2006446899_6,1,22.319187418731044,0.0,0
2025-06-08 07:04:11,:2006446900_3,1,45.61734283913825,0.0,0
2025-06-08 07:04:11,:2006446912_1,1,0.0,9.0,0
2025-06-08 07:04:11,:2006446912_6,1,16.416578875960663,0.0,0
2025-06-08 07:04:11,:2006489713_0,1,22.581479582794014,0.0,0
2025-06-08 07:04:11,:2006489827_6,1,27.830264487264294,0.0,0
2025-06-08 07:04:11,:2225029858_0,1,12.44068121739589,0.0,0
2025-06-08 07:04:11,:2229150149_4,1,31.697842888092772,0.0,0
2025-06-08 07:04:11,:2229150529_9,1,27.927201075387927,0.0,0
2025-06-08 07:04:11,:2229150554_6,1,22.205755918219943,0.0,0
2025-06-08 07:04:11,:2229150576_3,1,49.883001235836275,0.0,0
2025-06-08 07:04:11,:2229150655_3,1,19.92441397124721,0.0,0
2025-06-08 07:04:11,:2229150727_4,1,21.65902859049057,0.0,0
2025-06-08 07:04:11,:2229150812_0,1,16.30116857002497,0.0,0
2025-06-08 07:04:11,:2229150892_4,1,45.87424078352729,0.0,0
2025-06-08 07:04:11,:2229150893_9,1,31.60417154452429,0.0,0
2025-06-08 07:04:11,:2229150938_1,1,67.31098688166394,0.0,0
2025-06-08 07:04:11,:2229151164_7,1,23.67884968369684,0.0,0
2025-06-08 07:04:11,:2229151290_7,1,0.0,102.0,5
2025-06-08 07:04:11,:2229151327_7,1,34.964184889450486,0.0,0
2025-06-08 07:04:11,:2229151355_1,1,76.22685762065834,0.0,0
2025-06-08 07:04:11,:2229151598_7,1,14.291602247736245,0.0,0
2025-06-08 07:04:11,:2229151646_1,1,42.91507080138765,0.0,0
2025-06-08 07:04:11,:266439295_2,1,35.080825901217516,0.0,0
2025-06-08 07:04:11,:296341803_0,1,17.020166544355472,0.0,0
2025-06-08 07:04:11,:414127436_2,1,21.016774911731336,0.0,0
2025-06-08 07:04:11,:4206253538_0,1,44.77540677027476,0.0,0
2025-06-08 07:04:11,:4221312194_7,1,50.78932165245491,0.0,0
2025-06-08 07:04:11,:6049091898_7,1,41.32537164413556,0.0,0
2025-06-08 07:04:11,:6051631130_0,1,30.611598289659867,0.0,0
2025-06-08 07:04:11,:6093113805_1,1,29.41175935836084,0.0,0
2025-06-08 07:04:11,:6093113805_4,1,3.960721735409092,0.0,0
2025-06-08 07:04:11,:6093460077_0,1,17.77354128159773,0.0,0
2025-06-08 07:04:11,:642940946-AddedOnRampNode_0,1,98.57236713636972,0.0,0
2025-06-08 07:04:11,:7425090749_0,1,18.798647897471966,0.0,0
2025-06-08 07:04:11,:7425090769_2,1,88.85982055749115,0.0,0
2025-06-08 07:04:11,:8763117315_7,1,39.90971066940755,0.0,0
2025-06-08 07:04:11,:9918535667_3,1,50.15221360907181,0.0,0
2025-06-08 07:04:11,:9918551089_1,1,24.829690420074435,0.0,0
2025-06-08 07:04:17,-1081726156#12,1,68.27983935712807,0.0,0
2025-06-08 07:04:17,-1081726156#21,2,28.602495306079003,0.0,0
2025-06-08 07:04:17,-1081726156#23,1,62.39896874887962,0.0,0
2025-06-08 07:04:17,-1081726156#24,1,51.06348293250918,0.0,0
2025-06-08 07:04:17,-1081726156#27,1,65.13359469729662,0.0,0
2025-06-08 07:04:17,-1081726156#30,1,65.8275574159399,0.0,0
2025-06-08 07:04:17,-1082233599,1,16.90117112209547,0.0,0
2025-06-08 07:04:17,-1184981454#0,1,48.28813768295453,0.0,0
2025-06-08 07:04:17,-1289858231,1,16.690547412139118,0.0,0
